,driver_id,schedule,group,plug_in_time,plug_out_time
223,2233b37c867-98c7-4567-90a9-be0a1df1f38f,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1089.63455859],[514.3428046]
224,22407b74b16-6859-4745-8972-c121f6e73df1,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1049.30124192],[442.97744918]
225,2258e2188a8-d0bc-4b26-9050-8cd767a029a1,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1033.5057048],[358.58291915]
226,2267bc1948a-21ac-48c6-9bd5-5c730a52c465,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1112.35398501],[434.51933418]
227,2274db1627f-85b9-415b-8cef-a60d350cbd30,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1033.11524965],[343.74866923]
228,2288688dba5-db2c-43c3-af10-c041e90906a1,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[983.49844998],[367.44789388]
229,22935665d89-7cf9-424d-8d90-033440ee0ab9,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1154.15157855],[525.14905786]
230,230b4b765fd-a5ff-4739-8dea-46a08925eaf0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1140.79600591],[515.81085065]
231,231edcc767f-03be-4a49-a07a-f9c07a631897,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1063.27287898],[540.87620181]
232,232e4e06c6f-12b2-4492-8f80-6a78c6513c37,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1027.21640184],[289.72240486]
233,23385825521-69e6-4d19-9dbc-62c73088d28f,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1033.6608981],[418.65109561]
234,2341e3f6818-2f8c-4984-8b6c-b90f15ae4d27,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1072.42237856],[480.44545106]
235,23567b6d66b-5adf-4c25-80dc-a5101a725dbb,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1059.1390401],[408.79914829]
236,236731b0265-443a-4de8-a01b-d98485323ba5,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1018.81621068],[395.80284364]
237,2372ca0e43e-81f5-44f3-a4cf-4df80fe6486b,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1084.10836412],[471.57851161]
238,23817387da0-4726-4fe1-8c22-7ed4f35d8621,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1036.88764907],[395.05820559]
239,2398681c4fb-b961-4eb3-b6da-e17b3575e70d,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1054.72082178],[437.8762096]
240,2408fae29e5-cb44-4c28-b007-f0a5170e044e,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1062.87638757],[436.84013949]
241,2415c9d30ac-d4a9-48b9-9a98-f280c488df74,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1092.45066913],[521.86874401]
242,242784cebbe-d929-4043-adf6-f61907272f0b,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1139.28820584],[395.51612989]
243,243c2b4a7f3-30d4-4ef5-ab2a-6044c400a383,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1105.22991757],[482.60095503]
244,24421c0dad2-a629-4381-b26c-274c85333abb,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1171.11732035],[505.76660865]
245,24552471cb4-f725-4f8e-972a-0f414a94f34c,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1118.85220336],[521.159361]
246,246b0da1190-163d-4133-92d9-b3677c63d0b8,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1093.13833045],[364.94351044]
247,2471a710010-cc45-4b8e-b1cc-583015d4ea29,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[998.66971257],[289.83388283]
248,248cd08254a-afe1-4645-9e58-22941c9f3eff,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1149.90876895],[475.06999654]
249,24938e87874-0f57-4256-ac85-d617ce87015a,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1009.80775482],[414.80322031]
250,250a235b2b9-8eae-442e-9b45-9dfeb6a3be1e,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1092.42829285],[489.88870277]
251,251bd2b29c3-a422-422e-9356-c681fcb2ef3e,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1.],Average (UK),[1240.84365823],[639.19084323]
252,252b6738a42-5c58-4783-b8d5-52ad4c1a64f9,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1126.88474074],[429.30284399]
253,253235b5699-841f-490b-a56c-8cb3a622cb5a,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1192.88716204],[573.65966218]
254,254fff096bf-79ff-4c68-9c0f-3a78df38281b,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1082.06981869],[428.57730532]
255,25579de2e1d-dc7e-4491-9db0-b4626be857a5,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1153.97794771],[541.59238254]
256,2567c8d7b0a-e9a4-41c1-aff8-20514b732a9e,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1128.14132989],[534.78007926]
257,257558bdb75-887e-488c-a879-c40a13460c32,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[995.84292257],[362.47290257]
258,258d8f128c9-ab73-48a2-9c77-5c9dec30e113,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1040.91312724],[358.06200782]
259,259780e4861-abce-45a5-b4ef-cc3bcf6a9e1e,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1.],Average (UK),[1201.27253629],[604.75581171]
260,260bb14fb97-413a-4d46-9d6a-4c631b2237ef,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1073.8369453],[395.43728671]
261,261d469049c-8282-4b3e-8404-ddcd8ff47db4,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1046.09146549],[351.2495285]
262,26213630d4c-54c2-4fd8-8be2-7b7599cd5189,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1022.16848943],[324.26299899]
263,263304eb905-5f15-4558-abba-a730a15fcacd,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1046.05003517],[442.09422423]
264,2640aa03f46-9dcf-4d19-b376-90a2bfb2a5f1,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1105.24973475],[487.59557322]
265,2651bbe83f7-f8be-4598-8e82-2c6ef5660ce0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1081.16268427],[487.07992227]
266,26691d1d59c-a313-4f7c-8f42-325fd31eeb6b,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1127.95459366],[478.19776954]
267,267b07aae25-7fbc-4b68-ad9c-4f3b8d2c3853,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1067.83499457],[457.51436546]
268,268b13e180a-84f4-45ff-a648-12f7a2b318e1,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1083.0633432],[410.01326872]
269,2699862405b-bcc3-4dab-bf95-385a87db6b63,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1074.25144704],[435.95141808]
270,2701a7fd21d-efea-485c-8eed-fc05a6346e0b,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1097.00076441],[502.60183464]
271,271907199e3-2ca6-4140-adf0-bcd4068ce60e,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1055.81148167],[503.57144375]
272,272d8d4e908-c643-4750-bb82-9453b5c9fd0c,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1041.54708943],[348.12435886]
273,2736b0d75ce-4c4c-442c-9a30-57a50726f2b2,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1018.87276743],[389.54211356]
274,274a65b1c09-bd51-46ae-81a2-6723ba0b2a02,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1018.81210222],[402.52453961]
275,2758bb72188-4b7a-42af-8973-bca7041b76ec,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[973.4045541],[305.74280805]
276,276addac9ab-2a00-46a5-8435-c2212fc38bc5,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1105.56092881],[495.25580173]
277,27767e3f39b-8df6-4c7d-9690-080258b90b01,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[976.74901698],[415.87578028]
278,2785f3ec4ee-5685-40a9-9d99-69575321d1fd,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1136.46163471],[569.78801365]
279,279bf524ca6-ca23-4653-88c6-113191f47e69,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1064.32102068],[420.95725006]
280,2806b68d18c-0ba9-46d1-a49e-eaef49195820,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1133.21756595],[504.53815075]
281,2812e7f3151-6273-44df-a21f-8d94e184f2bf,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1041.23658736],[372.8980294]
282,282754256e1-b9b2-4b70-a3f7-fb0ac483144b,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1024.43631074],[351.86478888]
283,283cac911cc-0fda-44ce-97d4-c31c97648cb3,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1170.95413328],[531.21657825]
284,28429d77b03-f747-4ce2-abed-226591ee03b7,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1064.85762483],[543.03959313]
285,285537b1026-88d7-4503-be3a-7ca2de65f012,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1171.05816574],[612.28028775]
286,2865378df8a-ee49-4783-b159-4ec249aa358e,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1045.12163254],[487.56894323]
287,287fb46f3da-4ed0-49a7-b9e8-7ed08aec5c25,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1125.84255357],[521.75691618]
288,2887d06855c-9666-43f1-994e-3c67216c2519,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1033.46898068],[310.96299376]
289,2898c025cdc-5e5f-4e3f-aef7-74ae6acdb617,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1059.42173931],[500.10305729]
290,290e81fa9c2-cb4e-4818-97b1-c5098f8bc6fd,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1041.80960652],[290.63906042]
291,2917cb06046-e7b0-48f8-865c-c2fb7f896a0b,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1155.28335259],[501.89473793]
292,2926bd4f388-fd96-4f1e-bbc2-a82c08e8d606,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1100.61687856],[520.44627496]
293,293a261be69-4c44-4db8-843e-f82c1f69c880,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1079.05932088],[438.02505696]
294,294a1f3a5d7-b75a-4c25-8a1a-b6cccd669e1d,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1107.35078656],[430.62238131]
295,295b1942205-5978-4783-ae55-584272d48005,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1097.07689564],[479.53164213]
296,296d58b1f7d-abf0-4b21-b223-4203dcbdf251,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1065.5743378],[403.58877431]
297,297e3c9ccbe-4fef-4ec6-bb0f-70537ff5a2f5,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1052.68038215],[372.68110028]
298,29877eea14b-70c1-4293-b377-cd8dce201fad,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1078.41684317],[432.30170746]
299,2990b58f168-9003-438e-b373-0d1e044b5bcc,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1026.97139179],[505.58552383]
300,300dae9cfb5-79ec-48a1-939a-ef84dc12f238,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1083.07972598],[445.64796526]
301,3019537f4df-2ae2-4443-860f-230878f3d5f6,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1179.86934532],[549.60223509]
302,30240dacb2a-c4ab-4246-a1fd-e400b3f7430f,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1176.47726239],[575.67318278]
303,30395a35530-507a-4bf4-b092-5dc20ec01883,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1146.26120633],[554.18632574]
304,3044e2945ba-bf9e-4cbf-85bd-872593d6b02b,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1.],Average (UK),[1204.20093553],[574.81971485]
305,305eb84233a-fdea-4365-84cc-26ca7a5ad92f,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1043.00835358],[424.99332682]
306,3065f156a0e-889b-4bdd-87f9-8480fa56615b,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[993.18223719],[268.48088542]
307,307acd11a56-1848-4692-ac09-d25c2521045d,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[982.56118156],[271.02593575]
308,3084cc8fb0b-ffdc-449f-b73c-89ac267c1fb5,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1039.91344507],[381.43184932]
309,3092c5945bb-c3b6-4c06-b9e4-0529edd34462,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1075.58005013],[516.76861437]
310,310997f7c60-6686-4c51-bdcd-1d66c515bf6c,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1145.75906597],[482.75533193]
311,31106cb3d6b-c253-437f-959b-f98b233123b6,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1111.87112982],[501.25830019]
312,312e471e698-97a9-4cc5-b08b-6f9c6a260137,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1183.27560474],[500.84667071]
313,3131216ce36-79bc-4400-b50e-de0d21f8018a,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1017.97575803],[400.61411226]
314,314a15aac5a-5ad5-4d9a-ae99-c9307878cad0,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1018.8080129],[372.99317358]
315,315a4630550-900f-460b-8c95-28e8cf871f0f,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1038.49739991],[428.19851539]
316,3167c197369-eaba-4351-9a71-eea91c4bf8c7,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1129.13258937],[552.48998531]
317,3177eccace3-cdcf-4d15-80e0-02630e0615fa,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1.],Average (UK),[1219.84771033],[541.91308121]
318,31879ccbf5e-0dbf-4a33-a83e-8b884f6d5134,[1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1059.98549629],[409.68983434]
319,31935f537f6-5ce0-43c8-a185-c08779ab6b0c,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1116.0083488],[505.91663566]
320,320a261d617-cee7-430c-b3ae-b8ac45bdf77b,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1123.60437809],[420.57765137]
321,3219e0cebc9-6c90-41f4-80ce-b4e0c15899c8,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1.],Average (UK),[1222.34288713],[554.54391544]
322,322c59bd104-9e12-42f1-90e2-6181bea432ea,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1051.98921979],[326.42330442]
323,32323f3bebb-e7d7-4e0e-911a-b68f9f8ebc7f,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1.],Average (UK),[1200.20962589],[555.25447436]
324,32457c71a08-f229-4c66-bf88-57abf165a77c,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[1005.04890909],[319.47927834]
325,3250a053fcb-5af5-4863-9859-fc234a0a4473,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1057.8242494],[480.8841268]
326,3266206722f-bce1-468e-a87a-a05aa3eace62,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1080.74934306],[495.81301479]
327,32761a84f7a-9679-4316-a355-b5832c8f798b,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1159.82930709],[596.52562353]
328,328b9ea57ee-23a5-430f-9862-cc99bb2c89eb,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1128.97781337],[621.34549719]
329,329735888a9-0f18-43e8-a98d-0038aba75759,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],Average (UK),[1039.03715361],[467.39949464]
330,33050d1b32c-1fef-48e5-a172-ba2fc922e51e,[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[991.2969438],[293.57536085]
331,3314e8d7838-4812-407c-aa7e-7176a3ff126c,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],Average (UK),[1151.16230964],[422.58712943]
332,332935663ac-9b41-4862-be80-74a62e6b8d62,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],Average (UK),[1101.30561635],[589.60569853]
333,333515245af-c8db-431c-8ccb-b73211187ec1,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],Average (UK),[977.18397867],[309.24628724]
